cor;time;raccoons_bought
55.703834 37.648043;442003539;2
55.711534 37.589823;441961397;1
55.695403 37.567123;442284870;0
55.726462 37.648573;442262736;1
55.754411 37.729278;441831373;1
55.765974 37.684596;442238352;102
55.744992 37.510152;442177755;5
55.719911 37.86531;441897598;2
55.809378 37.51565;441980093;3
55.727212 37.583598;442319055;3
55.693977 37.562694;442206264;3
55.869698 37.46714;441956550;5
55.735251 37.569297;441827906;3
55.642972 37.674472;441922169;5
55.733609 37.591683;442244568;0
55.686655 37.621309;442164184;3
55.75166 37.6539;441817523;4
55.765954 37.652876;442322348;5
55.76175 37.647657;442097276;4
55.646848 37.510233;442307138;0
55.737806 37.593911;442005298;20
55.802255 37.462119;442000305;0
55.774862 37.712012;442143910;2
55.867738 37.441116;441890554;3
55.724728 37.561913;442100961;0
55.753575 37.605553;441781169;3
55.802179 37.463206;442039727;0
55.781119 37.516269;442230852;5
55.700217 37.529304;441792406;0
55.682706 37.66132;441859045;1
55.757425 37.627059;442090378;5
55.70494 37.569791;441891075;5
55.720697 37.672549;441825438;1
55.807015 37.622315;441964059;5
55.702368 37.736294;442217803;170
55.801501 37.457573;441797369;5
55.616961 37.614123;442152112;5
55.782466 37.663961;441920566;1
55.664324 37.488062;441790284;5
55.70455 37.56998;441781579;2
55.786409 37.473447;442307174;68
55.769135 37.63933;441786303;3
55.675961 37.571255;441828614;2
55.762789 37.662425;442005745;5
55.720773 37.777895;441852601;0
55.747044 37.591234;442137542;2
55.773894 37.595007;442091882;0
55.798338 37.607152;442022613;3
55.645812 37.507699;441847037;2
55.789461 37.593273;441822295;2
55.784769 37.704251;442150761;0
55.693977 37.562694;442334491;2
55.746578 37.585188;441850276;0
55.700968 37.53906;441830487;2
55.806241 37.652741;442068884;3
55.818002 37.461032;441795485;5
55.754806 37.668579;442315505;5
55.753463 37.608751;442240154;1
55.84302 37.524273;441873680;2
55.792179 37.462047;442196551;3
55.765853 37.633517;441900763;5
55.781914 37.602642;442065619;2
55.777803 37.669693;441764048;1
55.713212 37.589877;442124827;3
55.683249 37.487397;441765255;5
55.76212 37.485304;442079260;5
55.706528 37.518506;442314046;0
55.693145 37.546525;442225289;0
55.793303 37.694639;441993265;0
55.789461 37.593273;441842757;1
55.830624 37.677185;441810119;5
55.810299 37.504079;442253094;1
55.85869 37.640381;442299180;5
55.692044 37.555247;441806592;2
55.747044 37.591234;442083847;4
55.733609 37.591683;442317850;2
55.675961 37.571255;441842245;3
55.791709 37.651538;442187165;2
55.784708 37.628163;442033715;4
55.64634 37.507475;442120781;0
55.713045 37.591593;441774333;5
55.732996 37.698654;442258956;2
55.78809 37.707045;442224531;3
55.738313 37.622046;441897183;5
55.782106 37.597118;442159122;1
55.764131 37.631541;441854899;1
55.807719 37.482933;441807374;5
55.62945 37.621723;442338475;1
55.784708 37.628163;442248998;1
55.713917 37.591503;442215834;89
55.683249 37.487397;442154565;2
55.695403 37.567123;442288121;5
55.680037 37.757278;442306278;5
55.680037 37.757278;442098545;0
55.869672 37.654592;441940978;3
55.77711 37.51962;442070503;3
55.649423 37.672055;442182691;134
55.765493 37.652849;442169384;4
55.830538 37.676295;441867978;1
55.722512 37.772918;441808028;0
55.720773 37.777895;441984756;3
55.765974 37.684596;442361491;3
55.756184 37.655499;441893176;3
55.665919 37.439948;442272482;5
55.76213 37.655724;442044522;1
55.745093 37.664815;441869128;1
55.844753 37.500926;442214210;1
55.717726 37.686734;442259506;4
55.674174 37.588548;441767340;1
55.799092 37.452157;441893635;4
55.687188 37.551277;442121123;3
55.675961 37.571255;441879560;3
55.855558 37.408705;441780752;2
55.765691 37.651223;442003304;1
55.800726 37.554933;441847644;3
55.67793 37.456307;442021988;0
55.784091 37.72952;441893584;2
55.713045 37.591593;442159285;5
55.684584 37.491296;441825523;0
55.752151 37.648843;442214284;5
55.853976 37.569351;442160042;0
55.767099 37.678658;442169801;0
55.6942 37.565057;441897204;5
55.743355 37.665587;442307432;0
55.763675 37.506073;442354703;5
55.754633 37.646013;441990108;0
55.731435 37.678873;441773325;0
55.764577 37.710683;442185154;2
55.813374 37.478881;442282898;2
55.674174 37.588548;441914006;2
55.809378 37.51565;441894717;1
55.710296 37.592878;442281486;3
55.763579 37.623798;442131259;1
55.831069 37.675918;442041342;126
55.67691 37.585359;442227355;2
55.658205 37.645384;442226874;2
55.802133 37.486427;442041859;0
55.762277 37.568165;442314178;3
55.753443 37.636284;442219551;0
55.78973 37.508014;442059674;5
55.645812 37.507699;441958628;2
55.773565 37.526061;442163329;0
55.645131 37.487892;442197655;1
55.741612 37.577651;442189674;5
55.77797 37.631631;442364253;1
55.744607 37.671238;442173519;4
55.713654 37.592285;442248615;5
55.767311 37.613593;442088628;1
55.750261 37.605607;442080307;3
55.767311 37.613593;442169845;3
55.714171 37.590856;442047097;4
55.763386 37.554636;442175127;1
55.817588 37.789088;442070317;2
55.80655 37.504708;442349998;3
55.792741 37.654996;442269393;0
55.786455 37.576313;441862500;1
55.761852 37.709713;442217928;2
55.801364 37.477085;441959601;0
55.766557 37.648762;441870012;5
55.64824 37.668399;442273048;3
55.747368 37.719046;442006129;1
55.785665 37.627077;441841263;1
55.683249 37.487397;442283512;1
55.76562 37.649157;442030385;3
55.697919 37.535628;442308843;1
55.705184 37.569207;441910409;3
55.858923 37.684057;442267850;4
55.785392 37.628747;441929073;180
55.745007 37.664437;442117213;2
55.717538 37.446183;442020252;1
55.703834 37.648043;442118123;1
55.653492 37.644746;442365360;1
55.800974 37.46476;441996744;1
55.721508 37.775811;441794393;0
55.727339 37.532277;441773550;4
55.765954 37.652876;442183070;1
55.771591 37.692213;442027562;2
55.765691 37.651223;442023947;0
55.762789 37.662425;441773823;3
55.869698 37.46714;442082862;1
55.835938 37.509352;442314303;5
55.737785 37.644549;442011897;0
55.706239 37.521111;441832277;5
55.765974 37.684596;441790505;0
55.861312 37.626322;442162539;2
55.71057 37.577561;442335854;2
55.657499 37.645214;442297710;1
55.800954 37.539868;441766152;2
55.675961 37.571255;441915963;2
55.768907 37.674597;441926011;1
55.753534 37.698277;442002747;1
55.783084 37.60187;442089737;2
55.784045 37.584748;441818796;460
55.781534 37.714483;441845189;188
55.70494 37.569791;442268283;2
55.699578 37.571282;442081248;3
55.797807 37.454016;441881778;1
55.821821 37.570743;442228654;2
55.649296 37.672459;441936947;2
55.704874 37.585359;442244614;1
55.645796 37.545959;442087236;0
55.827257 37.413188;442274080;90
55.657499 37.645214;442083721;5
55.754633 37.646013;442109628;3
55.763705 37.580589;441805477;0
55.679661 37.58535;441953736;2
55.695758 37.565147;442267069;4
55.761852 37.709713;441869381;4
55.658556 37.637793;441766340;2
55.756543 37.378962;442154503;1
55.699578 37.571282;442258875;0
55.741612 37.577651;442269341;4
55.728312 37.573806;442040844;1
55.762191 37.708922;442318747;2
55.649164 37.671049;442104555;4
55.792635 37.462469;442301497;5
55.795702 37.560134;441973966;1
55.666431 37.575343;441852273;1
55.733406 37.570384;441942259;1
55.647534 37.509999;442355749;1
55.802047 37.780527;442339799;1
55.699634 37.570339;441940841;5
55.685411 37.552992;442301190;1
55.76562 37.649157;441930645;4
55.767291 37.59083;442098798;3
55.754806 37.668579;442189339;2
55.815848 37.527606;441998896;3
55.71234 37.589698;441881460;1
55.733406 37.570384;442012440;2
55.577327 37.554861;442002947;5
55.649484 37.654278;442051114;5
55.700334 37.571597;441932760;1
55.755368 37.646471;441983461;0
55.76998 37.592599;441842244;3
55.76213 37.655724;441798756;5
55.786764 37.653819;442113968;1
55.727511 37.564931;442187448;1
55.844753 37.500926;442214976;0
55.779555 37.523519;442190877;5
55.758093 37.626708;442082141;3
55.650764 37.539131;442340679;1
55.731176 37.669279;442081167;4
55.737172 37.620366;442203942;4
55.712071 37.592321;442079491;2
55.831524 37.681425;441815709;0
55.765458 37.796517;441885181;2
55.673661 37.552373;442140561;1
55.733148 37.568578;441767155;4
55.696514 37.526483;442367935;4
55.774593 37.629277;442265133;1
55.815539 37.5183;441776148;0
55.801364 37.477085;442206399;4
55.680037 37.757278;441862880;5
55.764146 37.633598;442252665;3
55.798854 37.450055;442274435;2
55.702602 37.826727;442214840;4
55.769347 37.567509;442139148;2
55.616381 37.76371;441990145;324
55.75553 37.589859;442033139;1
55.681767 37.516575;442125089;5
55.756791 37.648528;442197019;5
55.645492 37.508463;441971189;1
55.774593 37.629277;441975694;5
55.75553 37.589859;442357434;0
55.765954 37.652876;441877661;0
55.675514 37.644648;442057593;5
55.69764 37.570977;441888684;2
55.775925 37.594019;442141958;1
55.808569 37.704691;442155570;3
55.741247 37.625738;442043168;1
55.657499 37.645214;441982074;1
55.819732 37.52863;442062387;2
55.704874 37.585359;442059817;3
55.801263 37.586212;442234547;5
55.677661 37.586895;442171526;4
55.885807 37.556307;441984550;1
55.745199 37.645133;441839025;3
55.677661 37.586895;441886011;4
55.694769 37.564383;442227235;0
55.705346 37.518066;441924665;5
55.765377 37.581164;442018426;1
55.782466 37.663961;442036875;4
55.773894 37.595007;442284468;1
55.780355 37.55628;442088206;2
55.803413 37.706155;442351091;0
55.70038 37.575334;442111196;2
55.844106 37.571435;442358545;0
55.751918 37.64922;442140035;1
55.647737 37.669917;441900222;5
55.688969 37.572621;442191716;0
55.773905 37.598339;442304342;3
55.661394 37.555436;442344223;0
55.658743 37.541243;442203721;4
55.675961 37.571255;442179128;2
55.762718 37.679071;442163932;3
55.647945 37.670654;442321893;3
55.733827 37.569899;441948497;0
55.763554 37.616629;442193593;5
55.700968 37.53906;441808045;1
55.771935 37.587847;442255471;4
55.64727 37.671974;442007005;0
55.757121 37.378225;441956626;5
55.647153 37.509478;442365662;0
55.645334 37.398051;442151722;1
55.700162 37.569441;441901458;2
55.70455 37.56998;442303626;3
55.692044 37.555247;442341730;3
55.721305 37.770978;441972237;3
55.893657 37.520752;442295466;5
55.76331 37.586706;441961902;3
55.683249 37.487397;441895307;0
55.855558 37.408705;442167841;3
55.785665 37.629053;441783329;58
55.673818 37.598106;441822539;1
55.808002 37.635853;442109036;4
55.860282 37.658437;442310596;3
55.772102 37.650675;442212882;2
55.770841 37.589374;441779905;3
55.735251 37.569297;441928588;3
55.786657 37.61565;442054023;1
55.801136 37.526959;441891676;4
55.787371 37.62713;442034087;5
55.792179 37.462047;441823740;4
55.824607 37.426339;442078385;2
55.800064 37.700361;442033015;4
55.777803 37.669693;442273738;4
55.616381 37.76371;441973691;1
55.645131 37.487892;441817706;2
55.800064 37.700361;442342242;5
55.673148 37.568982;442310322;4
55.73477 37.614841;441958697;240
55.77711 37.51962;442202106;0
55.75282 37.652948;442218031;5
55.695758 37.565147;442140937;0
55.791309 37.763081;442006956;2
55.71057 37.577561;442090394;0
55.65144 37.538323;441808553;2
55.708699 37.567734;442189498;4
55.818002 37.461032;442252872;5
55.7216 37.675918;441886349;4
55.720819 37.773628;442272555;4
55.832894 37.4266;441789442;243
55.753316 37.704916;442278331;2
55.645334 37.398051;442301872;5
55.645334 37.398051;442053469;5
55.756624 37.623106;441977234;0
55.750444 37.645223;442119493;1
55.754877 37.589437;442268320;5
55.728312 37.573806;441903818;0
55.754669 37.644809;442094697;0
55.80145 37.461427;441974658;2
55.801607 37.462343;442344957;1
55.663365 37.562021;441778958;1
55.674813 37.567617;442109588;2
55.695865 37.572136;442214090;2
55.76175 37.647657;441810597;3
55.757734 37.756659;441782861;4
55.762667 37.635206;442079098;1
55.800974 37.46476;442194911;2
55.801703 37.464347;441786579;2
55.761411 37.672693;442157979;5
55.792478 37.473761;441770785;1
55.71805 37.619621;442180249;3
55.800954 37.539868;441844920;1
55.871203 37.51953;442015714;5
55.722512 37.772918;442270901;2
55.812676 37.518003;441826841;3
55.728145 37.452085;442346816;4
55.575907 37.677535;442233339;2
55.783342 37.602346;442045922;0
55.673148 37.568982;441825566;5
55.760464 37.608859;441811443;1
55.750864 37.654727;442286676;5
55.753311 37.580661;441900218;1
55.844106 37.571435;442102508;2
55.693977 37.562694;441880830;2
55.697919 37.535628;441916331;5
55.683249 37.487397;442288177;4
55.797807 37.454016;442330364;5
55.842514 37.486903;441826957;2
55.649164 37.671049;442104216;4
55.698482 37.572064;442362793;2
55.699497 37.581855;441946141;1
55.722157 37.651556;442139673;3
55.710398 37.590219;441891015;2
55.784708 37.628163;442168473;5
55.71234 37.589698;441797232;4
55.657499 37.645214;442144006;4
55.750261 37.605607;442038358;1
55.737451 37.635485;442015006;1
55.630345 37.614608;442102889;1
55.758311 37.608167;442022651;3
55.793267 37.464365;442333193;4
55.807041 37.660961;442212926;1
55.801491 37.779871;442256890;1
55.785665 37.629053;442215484;4
55.773702 37.59922;442313899;0
55.789193 37.632772;442070460;4
55.756457 37.610691;441983654;2
55.758093 37.626708;442047555;2
55.80655 37.504708;442068531;4
55.675093 37.569342;442124626;2
55.755414 37.738989;441880452;0
55.698767 37.579196;441968342;4
55.754547 37.598178;442129736;5
55.766557 37.648762;441829153;1
55.755348 37.759524;442334014;164
55.675961 37.571255;441771950;3
55.798971 37.806524;441988181;4
55.786678 37.680724;442203032;2
55.758772 37.648959;442343749;5
55.81781 37.706577;442345363;2
55.760864 37.712246;442000619;5
55.759101 37.598034;442263543;3
55.810299 37.504079;442279937;3
55.773565 37.526061;441902932;4
55.69449 37.567096;442020469;4
55.752724 37.652463;442286273;2
55.830624 37.59966;441957501;5
55.655097 37.533652;442134984;2
55.6942 37.565057;441900426;1
55.797645 37.450324;442164309;0
55.739671 37.621408;441969432;2
55.774593 37.629277;441865387;4
55.833223 37.665785;442131307;5
55.766243 37.663333;441927613;1
55.786075 37.614626;442091309;250
55.664289 37.492904;441860712;0
55.776462 37.593956;442305968;0
55.700217 37.529304;441773127;1
55.651232 37.536715;441896402;1
55.663644 37.527723;442218558;4
55.762277 37.568165;441794392;2
55.78973 37.508014;442199409;0
55.705676 37.611796;441829359;1
55.824309 37.429303;442295134;0
55.799998 37.460143;442324463;5
55.802255 37.462119;441777785;4
55.755023 37.644639;441918881;0
55.787396 37.499372;441941154;2
55.771591 37.665336;442242787;4
55.746051 37.731074;442286623;1
55.647163 37.669513;442170090;0
55.738495 37.620438;442066981;3
55.744272 37.589617;441951728;2
55.791709 37.651538;441857391;248
55.645131 37.487892;442012434;0
55.710296 37.592878;442080525;1
55.812676 37.518003;442357128;5
55.708694 37.751349;441843854;0
55.762227 37.590937;442218951;3
55.75282 37.652948;442130244;0
55.719911 37.86531;441960333;0
55.754669 37.644809;442343074;2
55.812676 37.518003;442044936;3
55.731435 37.678873;442223695;5
55.670585 37.587057;441777102;1
55.753372 37.652463;442220364;5
55.70038 37.575334;442011487;5
55.650383 37.537928;442024626;4
55.767099 37.678658;442222754;3
55.762353 37.68049;442351789;4
55.793308 37.591279;442132056;0
55.765194 37.70921;441788429;1
55.73404 37.432358;442305258;0
55.708694 37.751349;442042386;2
55.761664 37.616872;441881028;3
55.654376 37.554618;441805475;2
55.726026 37.778595;442038186;4
55.79349 37.460367;442143670;0
55.76562 37.649157;441816107;5
55.871203 37.51953;441977897;1
55.741774 37.683922;442319660;4
55.792098 37.482583;441832919;0
55.785392 37.628747;442109179;0
55.625984 37.619396;442309780;1
55.647275 37.508715;441916322;5
55.578788 37.673313;442103402;2
55.645131 37.487892;441938938;4
55.846775 37.522243;442342114;5
55.711655 37.581496;442244630;0
55.661481 37.53861;442253575;1
55.7931 37.462873;442109987;267
55.681767 37.516575;441920721;1
55.765853 37.633517;441818321;2
55.812231 37.482762;442191165;3
55.731506 37.574848;442125829;5
55.78978 37.732341;441988673;0
55.786733 37.626026;442229102;4
55.799482 37.460601;441971762;0
55.763554 37.616629;442023444;4
55.657499 37.645214;442251343;2
55.750261 37.605607;441919629;5
55.646584 37.508607;441932220;2
